t01_smooth_or_features_a01_smooth_count,t01_smooth_or_features_a01_smooth_weight,t01_smooth_or_features_a01_smooth_fraction,t01_smooth_or_features_a01_smooth_weighted_fraction,t01_smooth_or_features_a01_smooth_debiased,t01_smooth_or_features_a02_features_or_disk_count,t01_smooth_or_features_a02_features_or_disk_weight,t01_smooth_or_features_a02_features_or_disk_fraction,t01_smooth_or_features_a02_features_or_disk_weighted_fraction,t01_smooth_or_features_a02_features_or_disk_debiased,target
29,29,0.853,0.853,0.853,3,3,0.088,0.088,0.088,0
30,30,0.882,0.882,0.882,3,3,0.088,0.088,0.088,0
43,42.106,0.843,0.847,0.847,5,4.591,0.098,0.092,0.092,0
49,49,0.875,0.875,0.875,4,4,0.071,0.071,0.071,0
38,38,0.826,0.826,0.826,5,5,0.109,0.109,0.109,0
39,39,0.867,0.867,0.867,5,5,0.111,0.111,0.111,0
40,40,0.909,0.909,0.909,2,2,0.045,0.045,0.045,0
46,45.025,0.836,0.833,0.8626425,8,8,0.145,0.148,0.148,0
40,40,0.816,0.837,0.837,6,5.463,0.122,0.114,0.114,0
51,51,0.944,0.944,0.944,2,2,0.037,0.037,0.037,0
36,36,0.837,0.837,0.856932,4,4,0.093,0.093,0.093,0
37,37,0.86,0.86,0.86,5,5,0.116,0.116,0.116,0
38,38,0.905,0.912,0.912,2,2,0.048,0.048,0.048,0
43,43,0.915,0.933,0.933,3,3,0.064,0.065,0.065,0
37,37,0.949,0.949,0.94674146,2,2,0.051,0.051,0.051,0
35,34.383,0.875,0.873,0.9083573,5,5,0.125,0.127,0.127,0
31,31,0.795,0.795,0.85396713,7,7,0.179,0.179,0.179,0
35,35,0.875,0.875,0.85469157,3,3,0.075,0.075,0.075,0
43,43,0.935,0.935,0.935,2,2,0.043,0.043,0.043,0
41,41,0.911,0.911,0.911,3,3,0.067,0.067,0.067,0
35,34.177,0.875,0.884,0.8981497,3,3,0.075,0.078,0.077922076,0
41,41,0.932,0.932,0.91234493,3,3,0.068,0.068,0.068,0
36,36,0.8,0.8,0.8141434,4,4,0.089,0.089,0.089,0
35,35,0.854,0.868,0.8492646,4,4,0.098,0.099,0.0990991,0
35,35,0.814,0.814,0.844007,5,5,0.116,0.116,0.116,0
30,30,0.833,0.833,0.833,5,5,0.139,0.139,0.139,0
33,33,0.868,0.868,0.868,4,4,0.105,0.105,0.105,0
39,39,0.867,0.877,0.877,3,3,0.067,0.067,0.067,0
30,30,0.811,0.811,0.811,2,2,0.054,0.054,0.054,0
29,29,0.806,0.806,0.84858555,6,6,0.167,0.167,0.16683316,0
36,36,0.9,0.902,0.88389415,2,2,0.05,0.05,0.05,0
36,36,0.878,0.878,0.9020643,5,5,0.122,0.122,0.122,0
31,31,0.816,0.816,0.84957784,7,7,0.184,0.184,0.184,0
35,35,0.778,0.797,0.87945724,8,8,0.178,0.182,0.182,0
36,36,0.818,0.855,0.8364894,4,4,0.091,0.095,0.095,0
34,34,0.919,0.919,0.9352725,3,3,0.081,0.081,0.081,0
29,29,0.829,0.852,0.86542463,3,3,0.086,0.088,0.088,0
36,35.212,0.878,0.876,0.876,3,3,0.073,0.075,0.075,0
41,41,0.953,0.953,0.953,0,0,0,0,0,0
36,36,0.783,0.8,0.8,7,7,0.152,0.156,0.156,0
48,48,0.873,0.873,0.8979359,7,7,0.127,0.127,0.127,0
33,33,0.868,0.868,0.868,4,4,0.105,0.105,0.105,0
28,28,0.903,0.903,0.903,1,1,0.032,0.032,0.032,0
43,43,0.915,0.915,0.8565303,3,3,0.064,0.064,0.06010703,0
39,38.795,0.886,0.886,0.8581771,3,3,0.068,0.069,0.068931065,0
40,39.044,0.833,0.847,0.8109566,4,4,0.083,0.087,0.10335015,0
47,47,0.855,0.875,0.8350323,4,4,0.073,0.075,0.083983645,0
39,39,0.907,0.907,0.8255611,4,4,0.093,0.093,0.12855804,0
36,36,0.878,0.878,0.9000607,4,4,0.098,0.098,0.098,0
38,37.095,0.927,0.925,0.8974254,3,3,0.073,0.075,0.075,0
35,35,0.897,0.897,0.8836067,2,2,0.051,0.051,0.05105105,0
31,31,0.861,0.861,0.863815,4,4,0.111,0.111,0.111,0
31,31,0.705,0.721,0.8603334,12,12,0.273,0.279,0.279,0
36,36,0.878,0.878,0.84410983,4,4,0.098,0.098,0.098,0
33,32.892,0.805,0.809,0.8317861,7,7,0.171,0.172,0.172,0
36,36,0.818,0.837,0.8523568,2,2,0.045,0.047,0.047,0
32,32,0.842,0.844,0.8239381,5,4.905,0.132,0.129,0.12912913,0
32,32,0.78,0.78,0.8183941,8,8,0.195,0.195,0.3050251,0
32,32,0.914,0.914,0.8375933,3,3,0.086,0.086,0.119233474,0
36,36,0.8,0.818,0.88547033,6,6,0.133,0.136,0.136,0
33,33,0.892,0.892,0.9135747,4,4,0.108,0.108,0.108,0
43,43,0.86,0.86,0.8596852,5,5,0.1,0.1,0.1,0
32,32,0.914,0.914,0.9218191,3,3,0.086,0.086,0.10896746,0
47,47,0.887,0.904,0.904,5,5,0.094,0.096,0.096,0
43,43,0.935,0.95,0.9082911,2,2,0.043,0.044,0.041227657,0
36,36,0.878,0.878,0.8829897,1,1,0.024,0.024,0.040329523,0
44,44,0.978,0.978,0.978,1,1,0.022,0.022,0.022,0
28,28,0.933,0.963,0.963,1,1,0.033,0.034,0.034,0
41,41,0.891,0.891,0.891,4,4,0.087,0.087,0.087,0
33,33,0.846,0.846,0.8439866,2,2,0.051,0.051,0.051,0
40,40,0.909,0.909,0.909,4,4,0.091,0.091,0.091,0
37,37,0.925,0.925,0.88262886,2,2,0.05,0.05,0.05,0
37,37,0.902,0.902,0.819133,4,4,0.098,0.098,0.1956027,0
30,29.523,0.882,0.881,0.881,3,3,0.088,0.089,0.089,0
39,37.982,0.907,0.905,0.8941089,2,2,0.047,0.048,0.04795205,0
37,37,0.925,0.925,0.9426827,3,3,0.075,0.075,0.075,0
30,30,0.882,0.909,0.909,2,2,0.059,0.061,0.061,0
38,37.354,0.864,0.862,0.85647136,6,6,0.136,0.138,0.138,0
38,38,0.844,0.844,0.8106527,6,6,0.133,0.133,0.13313314,0
40,39.093,0.976,0.975,0.97386116,1,1,0.024,0.025,0.025,0
37,37,0.804,0.804,0.8458823,9,9,0.196,0.196,0.196,0
35,35,0.897,0.897,0.86305034,3,3,0.077,0.077,0.0923206,0
42,42,0.894,0.894,0.894,0,0,0,0,0,0
42,42,0.894,0.894,0.8992593,2,2,0.043,0.043,0.042957045,0
42,42,0.824,0.855,0.8341424,6,6,0.118,0.122,0.17375104,0
39,39,0.907,0.907,0.87898135,3,3,0.07,0.07,0.07,0
38,38,0.844,0.844,0.8631469,6,6,0.133,0.133,0.13313314,0
48,48,0.787,0.808,0.808,10,9.348,0.164,0.157,0.157,0
48,48,0.873,0.873,0.8943154,6,6,0.109,0.109,0.109,0
43,43,0.827,0.843,0.82707286,5,5,0.096,0.098,0.098,0
26,26,0.929,0.929,0.9349683,1,1,0.036,0.036,0.035964034,0
36,36,0.837,0.874,0.89293957,4,4,0.093,0.097,0.097,0
28,28,0.824,0.848,0.825081,2,2,0.059,0.061,0.061,0
35,35,0.814,0.814,0.814,6,6,0.14,0.14,0.14,0
29,29,0.879,0.879,0.8374844,4,4,0.121,0.121,0.121,0
36,36,0.878,0.898,0.89114404,2,2,0.049,0.05,0.05,0
42,42,0.977,0.977,0.977,1,1,0.023,0.023,0.023,0
37,37,0.881,0.881,0.9011574,4,4,0.095,0.095,0.1600097,0
35,35,0.921,0.921,0.9368983,3,3,0.079,0.079,0.079,0
43,43,0.878,0.878,0.877939,3,3,0.061,0.061,0.061,0
47,47,0.81,0.81,0.84194803,10,10,0.172,0.172,0.17217217,0
38,37.892,0.826,0.846,0.8433569,3,3,0.065,0.067,0.067,0
42,42,0.913,0.932,0.88924783,2,2,0.043,0.044,0.041276935,0
33,33,0.846,0.846,0.846,3,3,0.077,0.077,0.077,0
40,40,0.889,0.889,0.889,4,4,0.089,0.089,0.089,0
42,42,0.857,0.875,0.875,2,2,0.041,0.042,0.042,0
28,28,0.8,0.847,0.8091024,5,5,0.143,0.151,0.15115115,0
45,45,0.849,0.849,0.8336023,5,5,0.094,0.094,0.094,0
32,32,0.78,0.78,0.82127786,8,8,0.195,0.195,0.1951952,0
40,40,0.889,0.889,0.8250841,2,2,0.044,0.044,0.08657887,0
43,42.609,0.86,0.859,0.87694407,4,4,0.08,0.081,0.081,0
40,40,0.816,0.833,0.833,4,4,0.082,0.083,0.083,0
38,38,0.809,0.809,0.809,9,9,0.191,0.191,0.191,0
44,44,0.936,0.936,0.9314437,1,1,0.021,0.021,0.021,0
30,30,0.811,0.811,0.8482215,7,7,0.189,0.189,0.189,0
36,36,0.857,0.857,0.8714,3,3,0.071,0.071,0.07107107,0
33,33,0.805,0.805,0.805,8,8,0.195,0.195,0.195,0
30,30,0.811,0.824,0.8423806,5,5,0.135,0.137,0.137,0
35,35,0.814,0.823,0.8265729,2,2,0.047,0.047,0.047,0
31,31,0.838,0.838,0.838,6,6,0.162,0.162,0.162,0
27,26.223,0.771,0.766,0.81412506,8,8,0.229,0.234,0.234,0
35,35,0.795,0.83,0.8074689,6,6,0.136,0.142,0.142,0
37,36.082,0.841,0.838,0.8688221,5,5,0.114,0.116,0.116,0
37,37,0.949,0.949,0.9324743,2,2,0.051,0.051,0.051,0
43,42.383,0.935,0.955,0.955,2,2,0.043,0.045,0.045,0
36,36,0.818,0.819,0.819,4,4,0.091,0.091,0.091,0
33,33,0.825,0.846,0.8778303,6,6,0.15,0.154,0.25251913,0
32,32,0.727,0.727,0.8559891,11,11,0.25,0.25,0.25,0
35,35,0.795,0.795,0.8040406,5,5,0.114,0.114,0.13959152,0
36,36,0.72,0.72,0.9009942,14,14,0.28,0.28,0.28,0
31,30.123,0.838,0.857,0.87298954,5,4.035,0.135,0.115,0.115,0
38,38,0.884,0.884,0.9098367,3,3,0.07,0.07,0.06993007,0
48,48,0.889,0.889,0.8384017,5,5,0.093,0.093,0.10422275,0
39,38.032,0.886,0.924,0.910379,3,3,0.068,0.073,0.10765097,0
40,39.212,0.889,0.887,0.8867792,3,3,0.067,0.068,0.068,0
27,27,0.871,0.871,0.827279,4,4,0.129,0.129,0.129,0
38,38,0.864,0.88,0.88,3,3,0.068,0.069,0.069,0
39,39,0.867,0.867,0.867,6,6,0.133,0.133,0.133,0
30,30,0.909,0.909,0.8591077,3,3,0.091,0.091,0.10237665,0
31,30.503,0.939,0.938,0.938,0,0,0,0,0,0
33,33,0.846,0.846,0.84096485,5,5,0.128,0.128,0.128,0
40,40,0.889,0.889,0.82007957,2,2,0.044,0.044,0.060365118,0
33,33,0.846,0.851,0.851,2,2,0.051,0.052,0.052,0
38,38,0.844,0.863,0.863,2,2,0.044,0.045,0.045,0
30,30,0.857,0.857,0.8966802,4,4,0.114,0.114,0.114,0
31,31,0.816,0.816,0.816,3,3,0.079,0.079,0.079,0
31,30.123,0.795,0.81,0.86687607,5,5,0.128,0.134,0.13413414,0
38,38,0.826,0.862,0.862,0,0,0,0,0,0
47,47,0.887,0.887,0.87091315,5,5,0.094,0.094,0.094,0
29,29,0.853,0.853,0.853,1,1,0.029,0.029,0.029,0
36,36,0.9,0.9,0.9,3,3,0.075,0.075,0.075,0
34,34,0.872,0.892,0.9207122,2,2,0.051,0.052,0.05205205,0
38,37.83,0.844,0.848,0.848,4,4,0.089,0.09,0.09,0
39,39,0.951,0.951,0.9438835,2,2,0.049,0.049,0.049,0
38,38,0.864,0.882,0.882,5,5,0.114,0.116,0.116,0
36,36,0.878,0.9,0.9,3,3,0.073,0.075,0.075,0
34,34,0.872,0.881,0.8920823,3,3,0.077,0.078,0.078,0
45,45,0.804,0.812,0.8394747,8,7.707,0.143,0.139,0.22221,0
41,41,0.911,0.932,0.9481249,3,3,0.067,0.068,0.068,0
28,28,0.824,0.824,0.824,4,4,0.118,0.118,0.118,0
34,34,0.829,0.835,0.835,5,5,0.122,0.123,0.123,0
35,35,0.921,0.921,0.862533,2,2,0.053,0.053,0.04474562,0
37,37,0.881,0.881,0.881,1,1,0.024,0.024,0.024,0
43,42.243,0.956,0.977,0.977,0,0,0,0,0,0
36,36,0.947,0.947,0.947,2,2,0.053,0.053,0.053,0
45,45,0.849,0.853,0.8382954,6,6,0.113,0.114,0.114,0
39,39,0.867,0.867,0.8484928,5,5,0.111,0.111,0.111,0
45,45,0.849,0.849,0.87423354,7,7,0.132,0.132,0.132,0
30,29.383,0.857,0.855,0.8303951,2,2,0.057,0.058,0.06908331,0
41,41,0.872,0.891,0.891,4,4,0.085,0.087,0.087,0
40,40,0.909,0.909,0.909,3,3,0.068,0.068,0.068,0
39,39,0.907,0.907,0.8946933,3,3,0.07,0.07,0.07,0
40,40,0.851,0.885,0.87263036,3,3,0.064,0.066,0.066,0
40,40,0.87,0.87,0.87,5,5,0.109,0.109,0.109,0
41,41,0.932,0.932,0.87114483,3,3,0.068,0.068,0.063791625,0
34,34,0.895,0.895,0.8848992,2,2,0.053,0.053,0.05294705,0
32,32,0.842,0.874,0.83232933,4,3.6,0.105,0.098,0.11691601,0
34,34,0.829,0.829,0.829,5,5,0.122,0.122,0.122,0
42,42,0.875,0.875,0.84895915,3,3,0.062,0.062,0.07418107,0
30,30,0.811,0.825,0.825,5,5,0.135,0.138,0.138,0
39,39,0.83,0.83,0.85302216,6,6,0.128,0.128,0.12787214,0
47,47,0.94,0.958,0.958,1,1,0.02,0.02,0.02,0
32,31.905,0.842,0.842,0.8232903,4,4,0.105,0.106,0.14978464,0
30,30,0.833,0.834,0.834,3,3,0.083,0.083,0.083,0
36,36,0.857,0.857,0.8425642,0,0,0,0,0,0
28,28,0.824,0.843,0.82771677,4,4,0.118,0.12,0.12,0
35,35,0.854,0.854,0.827481,4,4,0.098,0.098,0.0979021,0
36,36,0.857,0.898,0.898,4,4,0.095,0.1,0.1,0
43,43,0.915,0.932,0.87052375,3,3,0.064,0.065,0.090809405,0
36,36,0.923,0.946,0.946,1,1,0.026,0.026,0.026,0
48,48,0.941,0.958,0.9671085,2,2,0.039,0.04,0.07165834,0
33,33,0.825,0.825,0.825,5,5,0.125,0.125,0.125,0
41,41,0.911,0.911,0.90722317,4,4,0.089,0.089,0.089,0
27,27,0.9,0.9,0.9,3,3,0.1,0.1,0.1,0
32,32,0.744,0.771,0.8321205,8,8,0.186,0.193,0.1928072,0
32,32,0.744,0.777,0.8190409,9,9,0.209,0.218,0.33973578,0
35,35,0.854,0.86,0.86,3,2.707,0.073,0.066,0.066,0
40,40,0.909,0.909,0.90514714,4,4,0.091,0.091,0.091,0
42,42,0.913,0.933,0.85894984,3,3,0.065,0.067,0.067,0
42,42,0.955,0.955,0.955,1,1,0.023,0.023,0.023,0
35,35,0.854,0.873,0.82225806,2,2,0.049,0.05,0.047045786,0
31,31,0.838,0.838,0.82620275,6,6,0.162,0.162,0.3339627,0
39,39,0.886,0.886,0.9180054,5,5,0.114,0.114,0.114,0
37,36.739,0.925,0.925,0.88543326,3,3,0.075,0.075,0.14207396,0
30,30,0.811,0.811,0.8389504,7,7,0.189,0.189,0.189,0
41,40.115,0.891,0.889,0.889,4,4,0.087,0.089,0.089,0
35,35,0.897,0.909,0.909,1,1,0.026,0.026,0.026,0
35,35,0.897,0.92,0.92,3,3,0.077,0.079,0.079,0
32,32,0.8,0.819,0.819,7,7,0.175,0.179,0.179,0
30,30,0.789,0.811,0.811,7,7,0.184,0.189,0.189,0
42,42,0.857,0.875,0.8104183,4,4,0.082,0.083,0.083,0
39,39,0.848,0.848,0.8367981,4,4,0.087,0.087,0.087,0
39,39,0.907,0.907,0.9041082,2,2,0.047,0.047,0.046953045,0
39,39,0.907,0.907,0.89959466,2,2,0.047,0.047,0.046953045,0
31,31,0.838,0.838,0.838,3,3,0.081,0.081,0.081,0
36,36,0.818,0.837,0.837,5,5,0.114,0.116,0.116,0
38,38,0.826,0.835,0.835,6,5.523,0.13,0.121,0.121,0
22,22,0.537,0.55,0.80292654,18,18,0.439,0.45,0.45,0
34,34,0.85,0.882,0.83103484,2,2,0.05,0.052,0.04894433,0
36,36,0.837,0.837,0.837,6,6,0.14,0.14,0.14,0
41,41,0.872,0.872,0.83742696,2,2,0.043,0.043,0.043,0
35,35,0.854,0.854,0.8792572,5,5,0.122,0.122,0.20126519,0
33,33,0.846,0.846,0.846,5,5,0.128,0.128,0.128,0
36,36,0.8,0.8,0.8656655,9,9,0.2,0.2,0.2,0
35,34.074,0.897,0.895,0.894656,4,4,0.103,0.105,0.105,0
33,33,0.846,0.881,0.881,4,4,0.103,0.107,0.107,0
44,44,0.936,0.936,0.9443281,2,2,0.043,0.043,0.043,0
41,41,0.932,0.932,0.93966156,1,1,0.023,0.023,0.023,0
36,35.449,0.878,0.895,0.895,3,3,0.073,0.076,0.076,0
34,33.686,0.81,0.808,0.808,6,6,0.143,0.144,0.144,0
40,40,0.833,0.85,0.85,7,7,0.146,0.149,0.149,0
33,31.906,0.767,0.761,0.85578656,9,9,0.209,0.215,0.215,0
38,38,0.905,0.905,0.84122354,3,3,0.071,0.071,0.0667256,0
30,30,0.857,0.857,0.857,2,2,0.057,0.057,0.057,0
35,34.389,0.745,0.769,0.83319855,9,9,0.191,0.201,0.201,0
30,30,0.769,0.788,0.8647166,7,7,0.179,0.184,0.184,0
38,37.492,0.826,0.824,0.824,6,6,0.13,0.132,0.132,0
31,31,0.775,0.809,0.80410236,6,6,0.15,0.157,0.157,0
33,33,0.786,0.824,0.824,6,6,0.143,0.15,0.15,0
29,29,0.806,0.806,0.83150876,5,5,0.139,0.139,0.13886113,0
32,32,0.889,0.923,0.923,3,2.666,0.083,0.077,0.077,0
29,29,0.879,0.879,0.85441184,2,2,0.061,0.061,0.060939062,0
35,35,0.854,0.854,0.8340061,5,5,0.122,0.122,0.122,0
42,42,0.894,0.894,0.91225773,4,4,0.085,0.085,0.14462698,0
42,42,0.824,0.836,0.836,7,6.223,0.137,0.124,0.124,0
37,37,0.881,0.881,0.84008557,5,5,0.119,0.119,0.079702966,0
30,30,0.857,0.882,0.882,3,3,0.086,0.088,0.088,0
40,40,0.889,0.889,0.8595782,3,3,0.067,0.067,0.080252066,0
35,35,0.921,0.921,0.8518653,3,3,0.079,0.079,0.07416503,0
37,37,0.881,0.883,0.8180794,3,3,0.071,0.072,0.06776456,0
40,40,0.833,0.868,0.88167673,5,4.069,0.104,0.088,0.088,0
37,37,0.881,0.898,0.8878931,3,2.195,0.071,0.053,0.053,0
38,38,0.905,0.926,0.93253005,1,1,0.024,0.024,0.024024025,0
32,32,0.821,0.821,0.8594777,7,7,0.179,0.179,0.179,0
34,33.212,0.944,0.943,0.92005026,1,1,0.028,0.028,0.036199212,0
42,42,0.933,0.973,0.9486613,1,1,0.022,0.023,0.049811743,0
40,40,0.87,0.887,0.85917664,1,1,0.022,0.022,0.020719817,0
36,36,0.878,0.878,0.878,1,1,0.024,0.024,0.024,0
26,26,0.812,0.838,0.86784214,3,3,0.094,0.097,0.097,0
40,40,0.87,0.889,0.90710175,4,4,0.087,0.089,0.15058592,0
33,33,0.943,0.943,0.96244776,2,2,0.057,0.057,0.057,0
29,29,0.906,0.906,0.906,3,3,0.094,0.094,0.094,0
31,31,0.861,0.861,0.861,2,2,0.056,0.056,0.056,0
39,39,0.886,0.886,0.82476294000000006,3,3,0.068,0.068,0.06404735,0
32,32,0.842,0.842,0.842,4,4,0.105,0.105,0.105,0
46,46,0.868,0.895,0.83010274,2,2,0.038,0.039,0.053640097,0
43,43,0.956,0.966,0.9725928,1,1,0.022,0.022,0.022022022,0
38,38,0.844,0.844,0.83064365,5,5,0.111,0.111,0.11111111,0
41,41,0.804,0.804,0.8625624,9,9,0.176,0.176,0.176,0
43,42.707,0.843,0.873,0.8085958,5,4.121,0.098,0.084,0.08408408,0
31,31,0.756,0.792,0.8507446,7,7,0.171,0.179,0.179,0
35,34.761,0.897,0.897,0.8288538,3,3,0.077,0.077,0.0724029,0
32,32,0.821,0.821,0.821,2,2,0.051,0.051,0.051,0
55,55,0.902,0.902,0.83062947,4,4,0.066,0.066,0.06593406,0
30,29.213,0.612,0.606,0.8221858,19,19,0.388,0.394,0.394,0
55,55,0.902,0.905,0.9192858,4,4,0.066,0.066,0.11327632,0
37,37,0.841,0.841,0.8689315,6,6,0.136,0.136,0.16605693,0
43,43,0.935,0.969,0.94806427,1,1,0.022,0.023,0.023,0
37,37,0.86,0.86,0.8334333,3,3,0.07,0.07,0.07,0
34,34,0.85,0.85,0.85,5,5,0.125,0.125,0.125,0
36,36,0.878,0.878,0.85156083,4,4,0.098,0.098,0.098,0
41,41,0.891,0.91,0.91,3,3,0.065,0.067,0.067,0
29,29,0.763,0.803,0.803,3,3,0.079,0.083,0.083,0
34,34,0.791,0.791,0.83194005,9,9,0.209,0.209,0.32902047,0
29,29,0.853,0.853,0.853,4,4,0.118,0.118,0.118,0
36,36,0.9,0.9,0.86457956,4,4,0.1,0.1,0.1,0
40,40,0.93,0.93,0.93,1,1,0.023,0.023,0.023,0
31,31,0.886,0.909,0.909,2,2,0.057,0.059,0.059,0
29,29,0.829,0.829,0.8603564,2,2,0.057,0.057,0.057,0
46,46,0.821,0.836,0.836,9,9,0.161,0.164,0.164,0
43,42.389,0.878,0.876,0.82887197,2,2,0.041,0.041,0.03487996,0
32,31.717,0.8,0.84,0.8852446,4,4,0.1,0.106,0.106,0
37,36.6,0.804,0.835,0.8079964,4,4,0.087,0.091,0.09109109,0
39,39,0.907,0.907,0.8786058,4,4,0.093,0.093,0.093,0
36,35.306,0.857,0.867,0.86655563,2,2,0.048,0.049,0.07720604,0
31,30.806,0.838,0.837,0.80911636,2,2,0.054,0.054,0.0601553,0
40,40,0.889,0.889,0.81901515,4,4,0.089,0.089,0.089,0
42,42,0.857,0.857,0.857,4,4,0.082,0.082,0.082,0
41,40.383,0.774,0.788,0.83383244,10,9.36,0.189,0.183,0.18281719,0
33,33,0.846,0.846,0.86549294,4,4,0.103,0.103,0.103,0
40,40,0.952,0.952,0.9070555,2,2,0.048,0.048,0.10140366,0
38,38,0.844,0.858,0.907215,4,4,0.089,0.09,0.09,0
38,38,0.864,0.864,0.864,3,3,0.068,0.068,0.068,0
36,34.902,0.857,0.853,0.85094523,3,3,0.071,0.073,0.073073074,0
39,39,0.886,0.906,0.90117854,4,4,0.091,0.093,0.09290709,0
35,34.211,0.795,0.808,0.8288891,5,5,0.114,0.118,0.118118115,0
36,36,0.857,0.857,0.857,4,4,0.095,0.095,0.095,0
38,37.164,0.905,0.903,0.8399858,2,2,0.048,0.049,0.09771421,0
32,32,0.865,0.888,0.91383123,3,3,0.081,0.083,0.083,0
40,39.783,0.889,0.888,0.84904206,5,5,0.111,0.112,0.112,0
32,31.068,0.865,0.861,0.8184651,3,3,0.081,0.083,0.0928679,0
24,24,0.857,0.857,0.82780206,2,2,0.071,0.071,0.08464698,0
32,31.795,0.889,0.888,0.828763,4,4,0.111,0.112,0.12563916,0
25,24.103,0.714,0.74,0.8053258,8,7.371,0.229,0.226,0.22622623,0
43,43,0.915,0.915,0.8790955,2,2,0.043,0.043,0.054942705,0
38,38,0.809,0.809,0.8071117,6,6,0.128,0.128,0.19390847,0
30,30,0.857,0.906,0.9042346,3,3,0.086,0.091,0.14695631,0
33,33,0.917,0.917,0.9000175,1,1,0.028,0.028,0.03149973,0
29,29,0.806,0.809,0.809,4,4,0.111,0.112,0.112,0
34,34,0.919,0.919,0.919,2,2,0.054,0.054,0.054,0
36,36,0.923,0.923,0.88091546,2,2,0.051,0.051,0.096423835,0
38,38,0.884,0.884,0.884,4,4,0.093,0.093,0.093,0
31,31,0.816,0.816,0.816,5,5,0.132,0.132,0.132,0
40,40,0.952,0.952,0.9275967,1,1,0.024,0.024,0.029097395,0
44,44,0.863,0.863,0.8626904,5,5,0.098,0.098,0.098,0
31,31,0.816,0.816,0.816,6,6,0.158,0.158,0.158,0
32,32,0.8,0.84,0.88264996,6,6,0.15,0.158,0.158,0
26,26,0.839,0.865,0.8913689,3,3,0.097,0.1,0.099900104,0
36,36,0.878,0.894,0.9115825,2,2,0.049,0.05,0.05,0
39,39,0.886,0.886,0.886,4,4,0.091,0.091,0.091,0
37,37,0.822,0.839,0.839,6,6,0.133,0.136,0.136,0
37,37,0.841,0.877,0.877,4,4,0.091,0.095,0.095,0
40,39.035,0.93,0.929,0.8535791,3,3,0.07,0.071,0.05986127,0
28,28,0.848,0.848,0.848,4,4,0.121,0.121,0.121,0
35,35,0.814,0.814,0.8090085,3,3,0.07,0.07,0.14004731,0
32,32,0.842,0.842,0.8082014,5,5,0.132,0.132,0.132,0
40,40,0.909,0.909,0.87848234,3,3,0.068,0.068,0.08173556,0
30,30,0.811,0.811,0.811,6,6,0.162,0.162,0.162,0
27,26.123,0.771,0.766,0.81412506,8,8,0.229,0.234,0.234,0
32,31.354,0.865,0.862,0.8306063,3,3,0.081,0.083,0.083,0
38,38,0.884,0.884,0.8674652,4,4,0.093,0.093,0.13438302,0
40,40,0.909,0.909,0.95973754,4,4,0.091,0.091,0.091,0
37,37,0.86,0.86,0.8126542,5,5,0.116,0.116,0.13810097,0
32,32,0.8,0.8,0.8,6,6,0.15,0.15,0.15,0
35,35,0.875,0.885,0.88289374,2,2,0.05,0.051,0.051,0
46,46,0.885,0.885,0.9464677,5,5,0.096,0.096,0.096,0
31,31,0.838,0.838,0.8489521,3,3,0.081,0.081,0.081,0
33,32.696,0.786,0.819,0.8002829,7,6.06,0.167,0.152,0.152,0
40,40,0.87,0.888,0.8051688,4,4,0.087,0.089,0.17493501,0
33,33,0.825,0.825,0.825,6,6,0.15,0.15,0.15,0
33,33,0.825,0.825,0.825,5,5,0.125,0.125,0.125,0
37,37,0.822,0.822,0.80455726,4,4,0.089,0.089,0.12221646,0
41,41,0.911,0.911,0.8953416,4,4,0.089,0.089,0.089,0
42,42,0.857,0.866,0.91197324,4,4,0.082,0.082,0.082,0
38,38,0.884,0.904,0.89648235,2,2,0.047,0.048,0.04795205,0
37,37,0.841,0.868,0.8882863,5,5,0.114,0.117,0.117,0
33,33,0.846,0.846,0.8192658,4,4,0.103,0.103,0.103,0
38,38,0.884,0.925,0.925,3,3,0.07,0.073,0.073,0
41,41,0.872,0.923,0.923,0,0,0,0,0,0
43,42.421,0.896,0.907,0.907,4,3.354,0.083,0.072,0.072,0
37,37,0.881,0.881,0.8808452,2,2,0.048,0.048,0.048,0
41,41,0.932,0.932,0.91514575,2,2,0.045,0.045,0.02957442,0
42,42,0.857,0.857,0.8851757,4,4,0.082,0.082,0.082,0
29,29,0.806,0.806,0.806,3,3,0.083,0.083,0.083,0
32,32,0.865,0.865,0.828349,4,4,0.108,0.108,0.108,0
29,29,0.784,0.784,0.8964962,8,8,0.216,0.216,0.216,0
45,45,0.918,0.918,0.85290664,3,3,0.061,0.061,0.05156938,0
43,42.337,0.915,0.914,0.914,2,2,0.043,0.043,0.043,0
36,36,0.878,0.898,0.85314023,3,3,0.073,0.075,0.09550882,0
33,33,0.892,0.895,0.895,3,3,0.081,0.081,0.081,0
33,33,0.892,0.915,0.8926432,2,2,0.054,0.055,0.055,0
32,32,0.889,0.889,0.81756014,4,4,0.111,0.111,0.13294494,0
36,36,0.878,0.878,0.85156083,4,4,0.098,0.098,0.098,0
34,33.354,0.872,0.87,0.81581914,5,5,0.128,0.13,0.15476948,0
35,35,0.833,0.839,0.89984125,7,6.707,0.167,0.161,0.161,0
28,28,0.933,0.933,0.933,2,2,0.067,0.067,0.067,0
44,44,0.978,0.978,0.9616738,1,1,0.022,0.022,0.019927148,0
49,48.128,0.875,0.886,0.85372555,4,4,0.071,0.074,0.0885627,0
40,40,0.952,0.952,0.952,1,1,0.024,0.024,0.024,0
